Null,1,Flash,1
Null,1,Mismatch,1
Null,1,Core Shift,1
Null,1,Distortion,1
Null,2,Blow Hole,1
Null,2,Cold Shut,1
Null,2,Gas Porosity,1
Null,2,Inclusions,1
Null,3,Shrinkage,1
Null,3,Sink Mark,1
Null,3,Hot Tear,1
Null,3,Fettling,1
